protein_id	gene_name	diamond_subject	diamond_pident	diamond_evalue	diamond_bitscore	diamond_taxids	diamond_sciname	source_organism	lineage	is_eukaryote	is_bacteria	is_fungi	is_virus	pfam_domains	pfam_evalue	eggnog_og	cog_category	eggnog_desc	cazy	go_terms	kegg_ko	kegg_pathway	diamond_title
TRINITY_DN79300_c4_g1_i2.p1	XP_017476887.1 PREDICTED: uncharacterized protein 	XP_017476887.1	40.7	1.76e-15	81.6	28612	Rhagoletis zephyria	Rhagoletis zephyria	;Arthropoda;Insecta;Diptera;Tephritidae;Rhagoletis;Rhagoletis zephyria	1	0	0	0			2C4F6@1|root,2QPNX@2759|Eukaryota,38FNB@33154|Opisthokonta,3BHEZ@33208|Metazoa	S	TeTratriCopeptide repeat					XP_017476887.1 PREDICTED: uncharacterized protein LOC108366910 [Rhagoletis zephyria]
TRINITY_DN79301_c0_g1_i3.p1										0	0	0	0										
TRINITY_DN79316_c0_g1_i9.p1	XP_046679888.1 regulator of G-protein signaling 7 	XP_046679888.1	75.9	0.0	1102	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	RGS_DHEX(PF18148.7);RGS(PF00615.25);G-gamma(PF00631.28);DEP(PF00610.28)	1.8e-41	KOG3589@1|root,KOG3589@2759|Eukaryota,38G0S@33154|Opisthokonta,3BCKG@33208|Metazoa,3CU6I@33213|Bilateria,41XX1@6656|Arthropoda,3SK2Y@50557|Insecta	T	Signal transducer activity. It is involved in the biological process described with intracellular signal transduction		GO:0000003,GO:0001750,GO:0001917,GO:0001975,GO:0002119,GO:0002164,GO:0003674,GO:0005096,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005886,GO:0005929,GO:0006457,GO:0007154,GO:0007165,GO:0007186,GO:0007212,GO:0007275,GO:0007399,GO:0008047,GO:0008150,GO:0008277,GO:0009410,GO:0009605,GO:0009636,GO:0009719,GO:0009725,GO:0009791,GO:0009966,GO:0009967,GO:0009987,GO:0009991,GO:0010033,GO:0010243,GO:0010469,GO:0010646,GO:0010647,GO:0010959,GO:0014070,GO:0014075,GO:0016020,GO:0022898,GO:0023051,GO:0023052,GO:0023056,GO:0030234,GO:0030425,GO:0030695,GO:0030845,GO:0031090,GO:0031253,GO:0031667,GO:0031681,GO:0032094,GO:0032355,GO:0032409,GO:0032411,GO:0032412,GO:0032414,GO:0032501,GO:0032502,GO:0032879,GO:0032991,GO:0033993,GO:0034762,GO:0034764,GO:0034765,GO:0034767,GO:0036477,GO:0040012,GO:0040013,GO:0042221,GO:0042493,GO:0042995,GO:0043005,GO:0043051,GO:0043085,GO:0043087,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043269,GO:0043270,GO:0043547,GO:0044093,GO:0044292,GO:0044422,GO:0044424,GO:0044425,GO:0044441,GO:0044459,GO:0044463,GO:0044464,GO:0044877,GO:0046662,GO:0048518,GO:0048519,GO:0048522,GO:0048583,GO:0048584,GO:0048731,GO:0048856,GO:0050789,GO:0050790,GO:0050794,GO:0050795,GO:0050804,GO:0050896,GO:0051049,GO:0051050,GO:0051239,GO:0051336,GO:0051345,GO:0051716,GO:0051924,GO:0060170,GO:0060259,GO:0060589,GO:0065007,GO:0065009,GO:0071944,GO:0097366,GO:0097381,GO:0097447,GO:0097458,GO:0097730,GO:0097731,GO:0097733,GO:0098588,GO:0098590,GO:0098772,GO:0099177,GO:0099601,GO:0120025,GO:0120038,GO:1900449,GO:1900451,GO:1901698,GO:1901700,GO:1903998,GO:1904062,GO:1904064,GO:1904783,GO:1905912,GO:2000241,GO:2000273,GO:2000310,GO:2001257,GO:2001259	ko:K13765,ko:K16449	ko04744,ko05030,map04744,map05030	XP_046679888.1 regulator of G-protein signaling 7 isoform X1 [Homalodisca vitripennis]
TRINITY_DN79330_c0_g1_i2.p1										0	0	0	0										
TRINITY_DN79335_c0_g1_i1.p1	URQ09129.1 replicase [Halyomorpha halys erranti-li	URQ09129.1	65.4	1.00e-48	178	2950329	Halyomorpha halys erranti-like virus 1	Halyomorpha halys erranti-like virus 1	;Artverviricota;Revtraviricetes;Ortervirales;Metaviridae;;Halyomorpha halys erranti-like virus 1	0	0	0	1	RVT_1(PF00078.33)	6.6e-10	COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta,3BA5H@33208|Metazoa,3CWAK@33213|Bilateria	E	K02A2.6-like					URQ09129.1 replicase [Halyomorpha halys erranti-like virus 1]
TRINITY_DN793_c1_g1_i9.p1	XP_023711213.1 eukaryotic translation initiation f	XP_023711213.1	70.2	6.38e-148	432	105785	Cryptotermes secundus	Cryptotermes secundus	;Arthropoda;Insecta;Blattodea;Kalotermitidae;Cryptotermes;Cryptotermes secundus	1	0	0	0	eIF-5_eIF-2B(PF01873.24)	2.2e-42	COG1601@1|root,KOG2768@2759|Eukaryota,38MQN@33154|Opisthokonta,3BD1P@33208|Metazoa,3CUV4@33213|Bilateria,41V00@6656|Arthropoda,3SHFA@50557|Insecta	J	Translation initiation factor activity. It is involved in the biological process described with translational initiation		GO:0000003,GO:0000122,GO:0000902,GO:0000904,GO:0001701,GO:0001731,GO:0002176,GO:0002181,GO:0002183,GO:0003006,GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005850,GO:0006355,GO:0006357,GO:0006412,GO:0006413,GO:0006518,GO:0006807,GO:0006810,GO:0006928,GO:0006935,GO:0006950,GO:0007275,GO:0007276,GO:0007399,GO:0007409,GO:0007411,GO:0007548,GO:0007568,GO:0008037,GO:0008038,GO:0008135,GO:0008150,GO:0008152,GO:0008283,GO:0008340,GO:0008406,GO:0008584,GO:0009058,GO:0009059,GO:0009605,GO:0009653,GO:0009790,GO:0009792,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010259,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016043,GO:0016198,GO:0016199,GO:0016282,GO:0019219,GO:0019222,GO:0019538,GO:0019953,GO:0022008,GO:0022414,GO:0022607,GO:0022613,GO:0022618,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0032990,GO:0032991,GO:0033554,GO:0034622,GO:0034641,GO:0034645,GO:0034976,GO:0036093,GO:0040008,GO:0040011,GO:0040014,GO:0042221,GO:0042330,GO:0043009,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043614,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0045137,GO:0045892,GO:0045934,GO:0046546,GO:0046661,GO:0048468,GO:0048513,GO:0048519,GO:0048523,GO:0048608,GO:0048609,GO:0048638,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051179,GO:0051234,GO:0051239,GO:0051252,GO:0051253,GO:0051704,GO:0051716,GO:0055085,GO:0060255,GO:0061458,GO:0061564,GO:0065003,GO:0065007,GO:0070993,GO:0071704,GO:0071826,GO:0071840,GO:0080090,GO:0097159,GO:0097485,GO:0120036,GO:0120039,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:1990904,GO:2000112,GO:2000113,GO:2001141	ko:K03238	ko03013,map03013	XP_023711213.1 eukaryotic translation initiation factor 2 subunit 2 isoform X2 [Cryptotermes secundus]
TRINITY_DN7945_c3_g1_i1.p1										0	0	0	0										
TRINITY_DN79460_c2_g1_i2.p1	XP_046681659.1 nose resistant to fluoxetine protei	XP_046681659.1	41.3	6.82e-160	488	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	Acyl_transf_3(PF01757.29);NRF(PF20146.5)	1.9e-27	KOG3700@1|root,KOG3700@2759|Eukaryota,38GB4@33154|Opisthokonta,3BE7Z@33208|Metazoa,3D4AT@33213|Bilateria,41YAE@6656|Arthropoda,3SHWD@50557|Insecta,3E8MT@33342|Paraneoptera	S	Transferase activity, transferring acyl groups other than amino-acyl groups					XP_046681659.1 nose resistant to fluoxetine protein 6-like [Homalodisca vitripennis]
TRINITY_DN79464_c0_g1_i3.p1	XP_046669213.1 proteasome subunit alpha type-6-lik	XP_046669213.1	85.0	4.64e-147	421	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	Proteasome(PF00227.32);Proteasome_A_N(PF10584.15)	6.3e-49	COG0638@1|root,KOG0182@2759|Eukaryota,38C7B@33154|Opisthokonta,3BF9H@33208|Metazoa,3CY56@33213|Bilateria,41WK7@6656|Arthropoda,3SH65@50557|Insecta,3E7BS@33342|Paraneoptera	O	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH		GO:0000502,GO:0000932,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0004175,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0005839,GO:0005844,GO:0006355,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0007275,GO:0007517,GO:0007519,GO:0008134,GO:0008150,GO:0008152,GO:0008233,GO:0009056,GO:0009057,GO:0009888,GO:0009889,GO:0009987,GO:0010468,GO:0010498,GO:0010556,GO:0014706,GO:0016363,GO:0016579,GO:0016787,GO:0019219,GO:0019222,GO:0019538,GO:0019773,GO:0019941,GO:0030016,GO:0030017,GO:0030163,GO:0031323,GO:0031326,GO:0031347,GO:0031974,GO:0031981,GO:0032101,GO:0032501,GO:0032502,GO:0032991,GO:0034399,GO:0035639,GO:0035770,GO:0036211,GO:0036464,GO:0043161,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043292,GO:0043412,GO:0043632,GO:0043687,GO:0044093,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044449,GO:0044464,GO:0048513,GO:0048518,GO:0048583,GO:0048731,GO:0048856,GO:0050727,GO:0050789,GO:0050794,GO:0051059,GO:0051090,GO:0051091,GO:0051092,GO:0051171,GO:0051252,GO:0051603,GO:0060255,GO:0060537,GO:0060538,GO:0061061,GO:0065007,GO:0065009,GO:0070011,GO:0070013,GO:0070646,GO:0070647,GO:0071704,GO:0080090,GO:0080134,GO:0097159,GO:0099080,GO:0099081,GO:0099512,GO:0140096,GO:1901265,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1903506,GO:1905368,GO:1905369,GO:1990904,GO:2000112,GO:2001141	ko:K02730	ko03050,map03050	XP_046669213.1 proteasome subunit alpha type-6-like [Homalodisca vitripennis]
TRINITY_DN7946_c0_g1_i1.p1	XP_054281620.1 insulin-like growth factor-binding 	XP_054281620.1	76.2	3.06e-123	381	74068	Macrosteles quadrilineatus	Macrosteles quadrilineatus	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Macrosteles;Macrosteles quadrilineatus	1	0	0	0	LRR_8(PF13855.13);LRR_4(PF12799.14);LRR_5(PF13306.13);LRR_1(PF00560.40);LRR_14(PF23598.2);LRR_9(PF14580.13);LRR_RPS2(PF23247.2)	4.4e-82	COG4886@1|root,KOG0619@2759|Eukaryota,39VSK@33154|Opisthokonta,3BG7P@33208|Metazoa,3CU6Z@33213|Bilateria,41WG9@6656|Arthropoda,3SGP0@50557|Insecta	S	larval salivary gland morphogenesis		GO:0000902,GO:0000904,GO:0001763,GO:0002009,GO:0002164,GO:0002165,GO:0002168,GO:0005575,GO:0005623,GO:0006928,GO:0006935,GO:0007155,GO:0007156,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0007416,GO:0007424,GO:0007431,GO:0007435,GO:0007436,GO:0008045,GO:0008150,GO:0009605,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009987,GO:0016043,GO:0016477,GO:0022008,GO:0022607,GO:0022610,GO:0022612,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0035146,GO:0035147,GO:0035239,GO:0035272,GO:0035295,GO:0036194,GO:0040011,GO:0042221,GO:0042330,GO:0042995,GO:0044085,GO:0044464,GO:0048468,GO:0048513,GO:0048666,GO:0048667,GO:0048699,GO:0048729,GO:0048731,GO:0048732,GO:0048754,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0048870,GO:0050808,GO:0050896,GO:0051179,GO:0051674,GO:0060429,GO:0060446,GO:0060541,GO:0060562,GO:0061138,GO:0061564,GO:0071840,GO:0072499,GO:0097485,GO:0098609,GO:0098742,GO:0120025,GO:0120036,GO:0120039			XP_054281620.1 insulin-like growth factor-binding protein complex acid labile subunit [Macrosteles quadrilineatus]
TRINITY_DN7946_c0_g3_i2.p1	XP_054282162.1 BTB/POZ domain-containing protein 2	XP_054282162.1	58.6	7.12e-188	543	74068	Macrosteles quadrilineatus	Macrosteles quadrilineatus	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Macrosteles;Macrosteles quadrilineatus	1	0	0	0	BTB(PF00651.38);BACK(PF07707.22)	4.4e-23	2CNIV@1|root,2QWK2@2759|Eukaryota,391G9@33154|Opisthokonta,3BGQE@33208|Metazoa,3D26V@33213|Bilateria,4887V@7711|Chordata,48ZQY@7742|Vertebrata,3JC2M@40674|Mammalia	S	BTB And C-terminal Kelch		GO:0000151,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0019538,GO:0031461,GO:0031463,GO:0032991,GO:0036211,GO:0043170,GO:0043412,GO:0043687,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:1901564,GO:1902494,GO:1990234	ko:K10474,ko:K10475		XP_054282162.1 BTB/POZ domain-containing protein 2-like [Macrosteles quadrilineatus]
TRINITY_DN7951_c1_g1_i10.p1	QXT59670.1 ornithine decarboxylase 1 [Recilia dors	QXT59670.1	70.7	4.66e-142	419	1582033	Recilia dorsalis	Recilia dorsalis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Recilia;Recilia dorsalis	1	0	0	0	Orn_Arg_deC_N(PF02784.23);Orn_DAP_Arg_deC(PF00278.29)	1.1e-43	COG0019@1|root,KOG0622@2759|Eukaryota,38CIN@33154|Opisthokonta,3BDIS@33208|Metazoa,3CT3U@33213|Bilateria,41UBW@6656|Arthropoda,3SH2X@50557|Insecta	E	Belongs to the Orn Lys Arg decarboxylase class-II family		GO:0003674,GO:0003824,GO:0004586,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006576,GO:0006591,GO:0006595,GO:0006596,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009308,GO:0009309,GO:0009445,GO:0009446,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0019752,GO:0033387,GO:0034641,GO:0042401,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0071704,GO:0097164,GO:1901564,GO:1901566,GO:1901576,GO:1901605	ko:K01581	ko00330,ko00480,ko01100,ko01110,ko01130,map00330,map00480,map01100,map01110,map01130	QXT59670.1 ornithine decarboxylase 1 [Recilia dorsalis]
TRINITY_DN7951_c1_g1_i2.p1	QXT59670.1 ornithine decarboxylase 1 [Recilia dors	QXT59670.1	70.9	2.36e-211	600	1582033	Recilia dorsalis	Recilia dorsalis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Recilia;Recilia dorsalis	1	0	0	0	Orn_Arg_deC_N(PF02784.23);Orn_DAP_Arg_deC(PF00278.29)	4.2e-82	COG0019@1|root,KOG0622@2759|Eukaryota,38CIN@33154|Opisthokonta,3BDIS@33208|Metazoa,3CT3U@33213|Bilateria,41UBW@6656|Arthropoda,3SH2X@50557|Insecta	E	Belongs to the Orn Lys Arg decarboxylase class-II family		GO:0003674,GO:0003824,GO:0004586,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006576,GO:0006591,GO:0006595,GO:0006596,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009308,GO:0009309,GO:0009445,GO:0009446,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0019752,GO:0033387,GO:0034641,GO:0042401,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0071704,GO:0097164,GO:1901564,GO:1901566,GO:1901576,GO:1901605	ko:K01581	ko00330,ko00480,ko01100,ko01110,ko01130,map00330,map00480,map01100,map01110,map01130	QXT59670.1 ornithine decarboxylase 1 [Recilia dorsalis]
TRINITY_DN7951_c1_g1_i6.p1	QXT59673.1 ornithine decarboxylase 1 [Nephotettix 	QXT59673.1	69.3	4.63e-35	135	94400	Nephotettix cincticeps	Nephotettix cincticeps	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Nephotettix;Nephotettix cincticeps	1	0	0	0	Orn_Arg_deC_N(PF02784.23)	4.1e-16	COG0019@1|root,KOG0622@2759|Eukaryota,38CIN@33154|Opisthokonta,3BDIS@33208|Metazoa,3CT3U@33213|Bilateria,41UBW@6656|Arthropoda	E	Belongs to the Orn Lys Arg decarboxylase class-II family		GO:0003674,GO:0003824,GO:0004586,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006576,GO:0006591,GO:0006595,GO:0006596,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009308,GO:0009309,GO:0009445,GO:0009446,GO:0009987,GO:0016829,GO:0016830,GO:0016831,GO:0019752,GO:0033387,GO:0034641,GO:0042401,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0071704,GO:0097164,GO:1901564,GO:1901566,GO:1901576,GO:1901605	ko:K01581	ko00330,ko00480,ko01100,ko01110,ko01130,map00330,map00480,map01100,map01110,map01130	QXT59673.1 ornithine decarboxylase 1 [Nephotettix cincticeps]
TRINITY_DN79529_c0_g1_i1.p1	GBM53579.1 hypothetical protein AVEN_105473-1 [Ara	GBM53579.1	33.9	5.59e-10	67.0	182803	Araneus ventricosus	Araneus ventricosus	;Arthropoda;Arachnida;Araneae;Araneidae;Araneus;Araneus ventricosus	1	0	0	0										GBM53579.1 hypothetical protein AVEN_105473-1 [Araneus ventricosus]
TRINITY_DN79537_c0_g1_i6.p1	XP_054269253.1 uncharacterized protein LOC12899073	XP_054269253.1	56.5	3.65e-201	592	74068	Macrosteles quadrilineatus	Macrosteles quadrilineatus	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Macrosteles;Macrosteles quadrilineatus	1	0	0	0			2ADC9@1|root,2RYTB@2759|Eukaryota,3A0FK@33154|Opisthokonta,3BQ0Z@33208|Metazoa,3D70A@33213|Bilateria,41YP4@6656|Arthropoda,3SJVF@50557|Insecta,3EAIS@33342|Paraneoptera							XP_054269253.1 uncharacterized protein LOC128990735 isoform X1 [Macrosteles quadrilineatus]
TRINITY_DN7954_c0_g1_i13.p1	XP_054290361.1 apolipophorins-like [Macrosteles qu	XP_054290361.1	43.9	0.0	2680	74068	Macrosteles quadrilineatus	Macrosteles quadrilineatus	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Macrosteles;Macrosteles quadrilineatus	1	0	0	0	Vitellogenin_N(PF01347.29);Vit_open_b-sht(PF09172.17);VWD(PF00094.31);C8(PF08742.17)	5.3e-76	KOG4338@1|root,KOG4338@2759|Eukaryota,39UJK@33154|Opisthokonta,3BMJD@33208|Metazoa,3CYW8@33213|Bilateria,41WQ0@6656|Arthropoda,3SFXD@50557|Insecta,46HE6@7399|Hymenoptera	I	Domain of Unknown Function (DUF1081)		GO:0003674,GO:0005102,GO:0005215,GO:0005319,GO:0005488,GO:0005501,GO:0005504,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0006810,GO:0006869,GO:0008017,GO:0008092,GO:0008150,GO:0008289,GO:0008589,GO:0009966,GO:0009967,GO:0010646,GO:0010647,GO:0010876,GO:0015631,GO:0019840,GO:0019841,GO:0019842,GO:0020037,GO:0023051,GO:0023056,GO:0030111,GO:0030139,GO:0030177,GO:0031406,GO:0031410,GO:0031982,GO:0033036,GO:0033293,GO:0036094,GO:0043167,GO:0043168,GO:0043177,GO:0043178,GO:0043226,GO:0043227,GO:0043229,GO:0044421,GO:0044424,GO:0044444,GO:0044464,GO:0045178,GO:0045880,GO:0046906,GO:0048037,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050789,GO:0050794,GO:0051179,GO:0051234,GO:0060828,GO:0065007,GO:0071702,GO:0090263,GO:0097159,GO:0097708,GO:1901363	ko:K06271	ko04015,ko04510,ko04611,ko05166,map04015,map04510,map04611,map05166	XP_054290361.1 apolipophorins-like [Macrosteles quadrilineatus]
TRINITY_DN7960_c0_g1_i2.p1										0	0	0	0										
TRINITY_DN79624_c0_g1_i4.p2										0	0	0	0										
TRINITY_DN79630_c0_g1_i2.p1	XP_054271115.1 superoxide dismutase [Cu-Zn]-like [	XP_054271115.1	82.8	4.62e-84	254		Cu-Zn	Cu-Zn		0	0	0	0	Sod_Cu(PF00080.26)	1.4e-52	COG2032@1|root,KOG0441@2759|Eukaryota,3A1IR@33154|Opisthokonta,3BQA3@33208|Metazoa,3D760@33213|Bilateria,41Z70@6656|Arthropoda,3SMIU@50557|Insecta	P	Destroys radicals which are normally produced within the cells and which are toxic to biological systems		GO:0000302,GO:0000303,GO:0000305,GO:0001306,GO:0003674,GO:0003824,GO:0004784,GO:0005488,GO:0005507,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005777,GO:0006801,GO:0006950,GO:0006979,GO:0007275,GO:0007568,GO:0007571,GO:0008150,GO:0008152,GO:0008270,GO:0008340,GO:0009636,GO:0009894,GO:0009987,GO:0010035,GO:0010259,GO:0010506,GO:0010821,GO:0016209,GO:0016491,GO:0016721,GO:0019222,GO:0019430,GO:0031323,GO:0031329,GO:0032501,GO:0032502,GO:0033043,GO:0033554,GO:0034599,GO:0034614,GO:0042221,GO:0042579,GO:0042802,GO:0042803,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044421,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0046983,GO:0048856,GO:0050789,GO:0050794,GO:0050803,GO:0050807,GO:0050896,GO:0051128,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0071450,GO:0071451,GO:0072593,GO:0097237,GO:0098754,GO:0098869,GO:0099174,GO:1901700,GO:1901701,GO:1903146,GO:1990748,GO:2000331	ko:K04565	ko04146,ko04213,ko05014,ko05016,ko05020,map04146,map04213,map05014,map05016,map05020	XP_054271115.1 superoxide dismutase [Cu-Zn]-like [Macrosteles quadrilineatus]
