protein_id	is_secreted	has_sp	sp_prob	cs_pos	signalp_pred	tm_count	topology	diamond_subject	gene_name	diamond_pident	diamond_evalue	source_organism	eggnog_desc	go_terms	kegg_ko	kegg_pathway	cog_category	pfam_domains
TRINITY_DN5088_c2_g1_i5.p1	False	False	0.0		OTHER	0		XP_046669079.1	XP_046669079.1 importin-5 isoform X1 [Homalodisca 	77.6	2.01e-219	Homalodisca vitripennis	Vacuolar 14 Fab1-binding region	GO:0000060,GO:0000079,GO:0001101,GO:0001932,GO:0001933,GO:0003674,GO:0004857,GO:0005048,GO:0005095,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005643,GO:0005730,GO:0005737,GO:0005829,GO:0006469,GO:0006606,GO:0006607,GO:0006610,GO:0006810,GO:0006886,GO:0006913,GO:0008104,GO:0008139,GO:0008150,GO:0008536,GO:0008565,GO:0009719,GO:0009892,GO:0009987,GO:0010033,GO:0010243,GO:0010563,GO:0010605,GO:0012505,GO:0015031,GO:0015833,GO:0016020,GO:0017016,GO:0017038,GO:0019220,GO:0019222,GO:0019899,GO:0030234,GO:0030695,GO:0031090,GO:0031267,GO:0031323,GO:0031324,GO:0031399,GO:0031400,GO:0031965,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0032268,GO:0032269,GO:0032386,GO:0032388,GO:0032879,GO:0032880,GO:0032991,GO:0033036,GO:0033157,GO:0033218,GO:0033365,GO:0033673,GO:0034260,GO:0034399,GO:0034504,GO:0034613,GO:0042221,GO:0042277,GO:0042306,GO:0042307,GO:0042325,GO:0042326,GO:0042886,GO:0043086,GO:0043087,GO:0043200,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043549,GO:0044092,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0045736,GO:0045786,GO:0045859,GO:0045936,GO:0046822,GO:0046824,GO:0046907,GO:0048518,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051020,GO:0051049,GO:0051050,GO:0051169,GO:0051170,GO:0051171,GO:0051172,GO:0051174,GO:0051179,GO:0051222,GO:0051223,GO:0051234,GO:0051246,GO:0051248,GO:0051336,GO:0051338,GO:0051346,GO:0051348,GO:0051641,GO:0051649,GO:0051716,GO:0051726,GO:0060255,GO:0060341,GO:0060589,GO:0065007,GO:0065009,GO:0070013,GO:0070201,GO:0070727,GO:0070887,GO:0071229,GO:0071230,GO:0071310,GO:0071417,GO:0071495,GO:0071702,GO:0071705,GO:0071900,GO:0071901,GO:0072594,GO:0080090,GO:0090087,GO:0090316,GO:0098772,GO:1900180,GO:1900182,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1903827,GO:1903829,GO:1904029,GO:1904030,GO:1904589,GO:1904591,GO:1904951	ko:K20222		UY	Importin_rep_6(PF18829.8);Importin_rep_5(PF18816.8);HEAT(PF02985.29)
TRINITY_DN23213_c0_g1_i2.p1	False	False	0.0		OTHER	0		KAK0167789.1	KAK0167789.1 hypothetical protein PV327_001652 [Mi	72.6	1.08e-145	Microctonus hyperodae	Catalyzes the hydroxylation of the N(6)-(4-aminobutyl)- L-lysine intermediate to form hypusine, an essential post- translational modification only found in mature eIF-5A factor	GO:0003674,GO:0003824,GO:0004497,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005829,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0008283,GO:0008612,GO:0009058,GO:0009893,GO:0009894,GO:0009896,GO:0009987,GO:0010467,GO:0010506,GO:0010508,GO:0012505,GO:0016020,GO:0016491,GO:0016705,GO:0018193,GO:0018205,GO:0019135,GO:0019222,GO:0019538,GO:0031323,GO:0031325,GO:0031329,GO:0031331,GO:0031984,GO:0036211,GO:0042175,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0046872,GO:0046914,GO:0048037,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051604,GO:0055114,GO:0065007,GO:0071704,GO:0098827,GO:1901564	ko:K06072,ko:K08187	ko04919,ko04974,map04919,map04974	C	HEAT_PBS(PF03130.23);HEAT_2(PF13646.13);HEAT(PF02985.29)
TRINITY_DN901_c1_g2_i3.p1	False	False	0.0		OTHER	0												
TRINITY_DN140000_c0_g1_i1.p1	False	False	0.0		OTHER	0												
TRINITY_DN170276_c0_g1_i1.p1	False	False	0.0		OTHER	0												
TRINITY_DN1669_c0_g1_i4.p1	False	False	0.0		OTHER	0		XP_046669448.1	XP_046669448.1 uridine-cytidine kinase isoform X1 	84.8	6.37e-152	Homalodisca vitripennis	It is involved in the biological process described with metabolic process	GO:0003674,GO:0003824,GO:0004849,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006206,GO:0006213,GO:0006220,GO:0006221,GO:0006222,GO:0006464,GO:0006508,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0007610,GO:0007631,GO:0008150,GO:0008152,GO:0008655,GO:0009058,GO:0009112,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009173,GO:0009174,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009611,GO:0009628,GO:0009987,GO:0016301,GO:0016310,GO:0016579,GO:0016740,GO:0016772,GO:0018130,GO:0019205,GO:0019206,GO:0019438,GO:0019538,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0036211,GO:0042221,GO:0042455,GO:0043094,GO:0043097,GO:0043170,GO:0043174,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046049,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0048678,GO:0050896,GO:0051716,GO:0055086,GO:0070482,GO:0070646,GO:0070647,GO:0070887,GO:0071453,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659	ko:K00876	ko00240,ko00983,ko01100,map00240,map00983,map01100	TZ	PRK(PF00485.25);CoaE(PF01121.27)
TRINITY_DN4194_c1_g2_i1.p1	False	False	0.0		OTHER	0							Nuclear pore component	GO:0000054,GO:0000055,GO:0000056,GO:0000278,GO:0000785,GO:0001763,GO:0002009,GO:0002376,GO:0003674,GO:0003682,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005643,GO:0005654,GO:0005694,GO:0005737,GO:0005829,GO:0006403,GO:0006405,GO:0006406,GO:0006606,GO:0006611,GO:0006810,GO:0006886,GO:0006913,GO:0006955,GO:0006959,GO:0007049,GO:0007275,GO:0007424,GO:0008104,GO:0008150,GO:0008152,GO:0009605,GO:0009607,GO:0009653,GO:0009888,GO:0009987,GO:0010467,GO:0012505,GO:0015031,GO:0015833,GO:0015931,GO:0016032,GO:0017038,GO:0019730,GO:0022613,GO:0031503,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0032386,GO:0032387,GO:0032501,GO:0032502,GO:0032507,GO:0032879,GO:0032880,GO:0032991,GO:0033036,GO:0033157,GO:0033365,GO:0033750,GO:0034504,GO:0034613,GO:0035146,GO:0035147,GO:0035239,GO:0035295,GO:0042254,GO:0042886,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044085,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0045185,GO:0046822,GO:0046823,GO:0046825,GO:0046826,GO:0046907,GO:0048519,GO:0048729,GO:0048731,GO:0048754,GO:0048856,GO:0050657,GO:0050658,GO:0050789,GO:0050896,GO:0051028,GO:0051049,GO:0051051,GO:0051168,GO:0051169,GO:0051170,GO:0051179,GO:0051223,GO:0051224,GO:0051234,GO:0051235,GO:0051236,GO:0051457,GO:0051640,GO:0051641,GO:0051649,GO:0051651,GO:0051656,GO:0051704,GO:0051707,GO:0060341,GO:0060429,GO:0060446,GO:0060541,GO:0060562,GO:0061138,GO:0065007,GO:0065008,GO:0070013,GO:0070201,GO:0070727,GO:0071166,GO:0071426,GO:0071427,GO:0071428,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0072594,GO:0072595,GO:0090087,GO:0090317,GO:1903827,GO:1903828,GO:1904950	ko:K14318	ko03013,map03013	UY	Nup88(PF10168.16)
TRINITY_DN27032_c3_g1_i8.p1	False	False	0.01		OTHER	0												zf-H2C2_2(PF13465.13);zf-H2C2_5(PF13909.13);zf-C2H2_16(PF23611.2);zf-C2H2(PF00096.33);zf-C2H2_4(PF13894.13);zf-C2H2_REST(PF24540.2);zf-C2H2_7th_ZNF462(PF23225.2);zf-C2H2_CASZ1(PF26743.1);zf-C2HE(PF16278.12);Zf-C2H2_ZNF451_C(PF23107.2);DUF7838(PF25208.2);zf-POGZ(PF25429.2);TFIIIA_zf-C2H2(PF22110.3);zf-C2H2_15(PF23561.2);C1_2(PF03107.23);zf_C2H2_ZHX(PF18387.8)
TRINITY_DN467_c0_g1_i3.p1	True	True	1.0	17	SP(Sec/SPI)	0							cuticle protein				S	Chitin_bind_4(PF00379.30)
TRINITY_DN8_c1_g2_i2.p1	False	False	0.0		OTHER	0		XP_046682172.1	XP_046682172.1 protein CDV3 homolog [Homalodisca v	63.5	6.61e-94	Homalodisca vitripennis	Carnitine deficiency-associated protein 3				S	CDV3(PF15359.12)
TRINITY_DN5043_c2_g1_i3.p1	False	False	0.0		OTHER	0		XP_054282915.1	XP_054282915.1 adenylate kinase isoenzyme 1 isofor	77.6	6.56e-104	Macrosteles quadrilineatus	adenylate kinase activity		ko:K00939	ko00230,ko00730,ko01100,ko01110,ko01130,map00230,map00730,map01100,map01110,map01130	F	ADK(PF00406.30);AAA_17(PF13207.13);AAA_18(PF13238.13)
TRINITY_DN1196_c0_g1_i6.p1	False	False	0.0		OTHER	0		CAG9568161.1	CAG9568161.1 unnamed protein product [Danaus chrys	42.3	4.87e-117	Danaus chrysippus						
TRINITY_DN315_c0_g1_i5.p1	False	False	0.0		OTHER	0		XP_046680964.1	XP_046680964.1 LOW QUALITY PROTEIN: RNA binding pr	75.0	1.08e-103	Homalodisca vitripennis	RNA recognition motif	GO:0000003,GO:0000381,GO:0000902,GO:0000904,GO:0001067,GO:0002009,GO:0002165,GO:0002682,GO:0003002,GO:0003006,GO:0003008,GO:0003013,GO:0003015,GO:0003674,GO:0003676,GO:0003677,GO:0003712,GO:0003714,GO:0003723,GO:0003727,GO:0003729,GO:0003730,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005794,GO:0005802,GO:0005829,GO:0006139,GO:0006355,GO:0006396,GO:0006403,GO:0006417,GO:0006725,GO:0006807,GO:0006810,GO:0006928,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007293,GO:0007389,GO:0007399,GO:0007417,GO:0007420,GO:0007444,GO:0007472,GO:0007474,GO:0007476,GO:0007507,GO:0007517,GO:0007519,GO:0007530,GO:0007538,GO:0007549,GO:0007552,GO:0007560,GO:0007610,GO:0007611,GO:0007613,GO:0007617,GO:0007618,GO:0008015,GO:0008022,GO:0008134,GO:0008143,GO:0008150,GO:0008152,GO:0008187,GO:0008266,GO:0008380,GO:0008543,GO:0009653,GO:0009719,GO:0009725,GO:0009755,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0009994,GO:0010033,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010608,GO:0010628,GO:0010629,GO:0010724,GO:0012505,GO:0014070,GO:0014706,GO:0014902,GO:0014904,GO:0015931,GO:0016043,GO:0016070,GO:0016071,GO:0016202,GO:0016358,GO:0016477,GO:0017148,GO:0019098,GO:0019219,GO:0019222,GO:0019953,GO:0021535,GO:0021536,GO:0021761,GO:0021854,GO:0021932,GO:0021942,GO:0022008,GO:0022412,GO:0022414,GO:0023052,GO:0030030,GO:0030154,GO:0030182,GO:0030518,GO:0030520,GO:0030522,GO:0030706,GO:0030900,GO:0030902,GO:0031175,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031974,GO:0031981,GO:0031984,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032504,GO:0032870,GO:0032989,GO:0032990,GO:0033036,GO:0033993,GO:0034046,GO:0034248,GO:0034249,GO:0034641,GO:0035051,GO:0035107,GO:0035114,GO:0035120,GO:0035220,GO:0035239,GO:0035295,GO:0036477,GO:0040011,GO:0040029,GO:0042127,GO:0042221,GO:0042464,GO:0042692,GO:0043025,GO:0043170,GO:0043204,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043401,GO:0043484,GO:0044212,GO:0044237,GO:0044238,GO:0044297,GO:0044344,GO:0044422,GO:0044424,GO:0044428,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045595,GO:0045637,GO:0045646,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0046483,GO:0048024,GO:0048468,GO:0048477,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048545,GO:0048563,GO:0048569,GO:0048609,GO:0048634,GO:0048641,GO:0048646,GO:0048666,GO:0048667,GO:0048699,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048738,GO:0048739,GO:0048741,GO:0048747,GO:0048812,GO:0048813,GO:0048856,GO:0048858,GO:0048869,GO:0048870,GO:0050657,GO:0050658,GO:0050684,GO:0050789,GO:0050793,GO:0050794,GO:0050877,GO:0050885,GO:0050890,GO:0050896,GO:0050905,GO:0051146,GO:0051171,GO:0051172,GO:0051173,GO:0051179,GO:0051234,GO:0051236,GO:0051239,GO:0051246,GO:0051248,GO:0051252,GO:0051253,GO:0051254,GO:0051674,GO:0051704,GO:0051716,GO:0055001,GO:0055002,GO:0055006,GO:0055007,GO:0055013,GO:0060047,GO:0060255,GO:0060322,GO:0060429,GO:0060537,GO:0060538,GO:0060562,GO:0061061,GO:0065007,GO:0065008,GO:0070013,GO:0070717,GO:0070848,GO:0070887,GO:0071310,GO:0071363,GO:0071383,GO:0071396,GO:0071407,GO:0071495,GO:0071702,GO:0071704,GO:0071705,GO:0071774,GO:0071840,GO:0072359,GO:0080090,GO:0090304,GO:0097159,GO:0097458,GO:0098791,GO:0120036,GO:0120039,GO:0140110,GO:1901360,GO:1901363,GO:1901861,GO:1902679,GO:1902680,GO:1903311,GO:1903506,GO:1903507,GO:1903508,GO:1903706,GO:2000026,GO:2000112,GO:2000113,GO:2001014,GO:2001141	ko:K14946		A	RRM_1(PF00076.29)
TRINITY_DN23393_c0_g1_i2.p1	False	False	0.0		OTHER	0												
TRINITY_DN4678_c0_g1_i16.p1	False	False	0.0		OTHER	0		CAD7442242.1	CAD7442242.1 unnamed protein product [Timema bartm	90.7	1.55e-192	Timema bartmani	SOCS_box	GO:0000003,GO:0000151,GO:0000209,GO:0000578,GO:0002009,GO:0002064,GO:0002065,GO:0002066,GO:0002165,GO:0003002,GO:0003006,GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0005938,GO:0006464,GO:0006807,GO:0006928,GO:0007028,GO:0007275,GO:0007276,GO:0007280,GO:0007281,GO:0007292,GO:0007304,GO:0007306,GO:0007308,GO:0007309,GO:0007314,GO:0007315,GO:0007350,GO:0007351,GO:0007389,GO:0007444,GO:0007472,GO:0007552,GO:0007560,GO:0008023,GO:0008104,GO:0008150,GO:0008152,GO:0008354,GO:0008358,GO:0008595,GO:0009653,GO:0009790,GO:0009791,GO:0009798,GO:0009880,GO:0009886,GO:0009887,GO:0009888,GO:0009893,GO:0009894,GO:0009896,GO:0009948,GO:0009952,GO:0009987,GO:0009994,GO:0010604,GO:0010927,GO:0016043,GO:0016477,GO:0016567,GO:0016740,GO:0019222,GO:0019538,GO:0019787,GO:0019953,GO:0021700,GO:0022412,GO:0022414,GO:0022607,GO:0030154,GO:0030703,GO:0030707,GO:0030855,GO:0031461,GO:0031466,GO:0031974,GO:0031981,GO:0032446,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0032991,GO:0033036,GO:0035017,GO:0035220,GO:0035239,GO:0035282,GO:0035295,GO:0036211,GO:0040011,GO:0042176,GO:0042335,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043412,GO:0043687,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0044703,GO:0045495,GO:0045732,GO:0046843,GO:0048468,GO:0048469,GO:0048471,GO:0048477,GO:0048513,GO:0048518,GO:0048563,GO:0048569,GO:0048599,GO:0048609,GO:0048646,GO:0048707,GO:0048729,GO:0048731,GO:0048856,GO:0048869,GO:0048870,GO:0050789,GO:0051171,GO:0051173,GO:0051179,GO:0051246,GO:0051247,GO:0051674,GO:0051704,GO:0060255,GO:0060429,GO:0060562,GO:0065007,GO:0070013,GO:0070449,GO:0070647,GO:0071704,GO:0071840,GO:0071944,GO:0080090,GO:0099568,GO:0140096,GO:1901564,GO:1902494,GO:1990234	ko:K10343		S	SPRY(PF00622.37);SOCS_box(PF07525.22)
TRINITY_DN6276_c0_g1_i5.p1	False	False	0.02		OTHER	0												
TRINITY_DN1303_c0_g1_i9.p1	False	False	0.08		OTHER	0												
TRINITY_DN26556_c0_g1_i1.p1	True	True	1.0	25	SP(Sec/SPI)	0												GRP(PF07172.17)
TRINITY_DN11302_c0_g1_i5.p1	False	False	0.0		OTHER	0		PNF14850.1	PNF14850.1 hypothetical protein B7P43_G05360 [Cryp	93.6	0.0	Cryptotermes secundus						
TRINITY_DN11639_c0_g1_i2.p1	False	False	0.16		OTHER	1	H	XP_023705554.1	XP_023705554.1 NADH dehydrogenase [ubiquinone] 1 b	61.4	2.39e-35	ubiquinone	NADH-ubiquinone oxidoreductase B12 subunit family	GO:0003674,GO:0003824,GO:0003954,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005746,GO:0005747,GO:0006091,GO:0006119,GO:0006120,GO:0006139,GO:0006163,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006996,GO:0007005,GO:0008137,GO:0008150,GO:0008152,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009987,GO:0010257,GO:0015980,GO:0016020,GO:0016043,GO:0016310,GO:0016491,GO:0016651,GO:0016655,GO:0017144,GO:0019637,GO:0019693,GO:0019866,GO:0022607,GO:0022900,GO:0022904,GO:0030964,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0032981,GO:0032991,GO:0033108,GO:0034622,GO:0034641,GO:0042773,GO:0042775,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0045271,GO:0045333,GO:0046034,GO:0046483,GO:0050136,GO:0055086,GO:0055114,GO:0065003,GO:0070469,GO:0071704,GO:0071840,GO:0072521,GO:0098796,GO:0098798,GO:0098800,GO:0098803,GO:1901135,GO:1901360,GO:1901564,GO:1902494,GO:1990204	ko:K03959	ko00190,ko01100,ko04714,ko04723,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04714,map04723,map04932,map05010,map05012,map05016	C	NDUF_B12(PF08122.18)
TRINITY_DN6053_c0_g2_i2.p1	False	False	0.0		OTHER	0		XP_054285901.1	XP_054285901.1 uncharacterized protein LOC12900225	38.3	1.11e-71	Macrosteles quadrilineatus	ZnF_C4 abd HLH domain containing kinases domain				S	EcKL(PF02958.27);DUF1679(PF07914.18)
TRINITY_DN26087_c0_g1_i1.p1	False	False	0.0		OTHER	0		XP_022202921.1	XP_022202921.1 peptidyl-prolyl cis-trans isomerase	58.1	3.31e-124	Nilaparvata lugens	It is involved in the biological process described with protein folding	GO:0000413,GO:0001654,GO:0001708,GO:0001932,GO:0001933,GO:0003002,GO:0003674,GO:0003755,GO:0003824,GO:0005488,GO:0005515,GO:0005527,GO:0005528,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005783,GO:0005789,GO:0005829,GO:0006355,GO:0006357,GO:0006457,GO:0006464,GO:0006807,GO:0007154,GO:0007165,GO:0007166,GO:0007224,GO:0007275,GO:0007389,GO:0007399,GO:0007423,GO:0008144,GO:0008150,GO:0008152,GO:0009790,GO:0009792,GO:0009888,GO:0009889,GO:0009892,GO:0009953,GO:0009966,GO:0009967,GO:0009987,GO:0010468,GO:0010556,GO:0010563,GO:0010605,GO:0010646,GO:0010647,GO:0010941,GO:0012505,GO:0016020,GO:0016021,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019219,GO:0019220,GO:0019222,GO:0019538,GO:0019904,GO:0021532,GO:0021904,GO:0021915,GO:0023051,GO:0023052,GO:0023056,GO:0030154,GO:0030176,GO:0030510,GO:0030513,GO:0031224,GO:0031227,GO:0031323,GO:0031324,GO:0031326,GO:0031399,GO:0031400,GO:0031967,GO:0031975,GO:0031984,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032991,GO:0035264,GO:0035295,GO:0035556,GO:0036211,GO:0040007,GO:0042175,GO:0042325,GO:0042326,GO:0042802,GO:0042981,GO:0043009,GO:0043010,GO:0043066,GO:0043067,GO:0043069,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045165,GO:0045936,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048589,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051174,GO:0051246,GO:0051248,GO:0051252,GO:0051716,GO:0060255,GO:0060429,GO:0060548,GO:0061077,GO:0065007,GO:0071704,GO:0080090,GO:0090092,GO:0090100,GO:0090287,GO:0097159,GO:0097718,GO:0098827,GO:0140096,GO:1901363,GO:1901564,GO:1903506,GO:2000112,GO:2001141	ko:K09574		O	FKBP_C(PF00254.35);TPR_1(PF00515.35);TPR_2(PF07719.24);TPR_8(PF13181.13);TPR_11(PF13414.13);TPR_17(PF13431.13)
TRINITY_DN175079_c0_g1_i8.p1	False	False	0.07		OTHER	0		AVC68800.1	AVC68800.1 glutathione S-transferase 3 [Subpsaltri	60.2	6.83e-85	Subpsaltria yangi	Glutathione		ko:K00799,ko:K04097	ko00480,ko00590,ko00980,ko00982,ko00983,ko01100,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00590,map00980,map00982,map00983,map01100,map01524,map05200,map05204,map05225,map05418	O	GST_C_3(PF14497.12);GST_C(PF00043.31);GST_N(PF02798.27)
TRINITY_DN88397_c1_g2_i1.p1	False	False	0.0		OTHER	0		XP_049699202.1	XP_049699202.1 uncharacterized protein LOC12605518	79.6	6.16e-43	Helicoverpa armigera	Integrase core domain				L	
TRINITY_DN251_c1_g1_i3.p1	False	False	0.0		OTHER	0		XP_054267522.1	XP_054267522.1 V-type proton ATPase subunit H isof	91.0	3.24e-305	Macrosteles quadrilineatus	V-ATPase subunit H	GO:0000041,GO:0000221,GO:0000323,GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005765,GO:0005773,GO:0005774,GO:0005829,GO:0005886,GO:0006403,GO:0006810,GO:0006811,GO:0006812,GO:0006826,GO:0006873,GO:0006885,GO:0006897,GO:0007035,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007275,GO:0007568,GO:0008104,GO:0008150,GO:0008286,GO:0008324,GO:0008340,GO:0009719,GO:0009725,GO:0009894,GO:0009987,GO:0010033,GO:0010243,GO:0010259,GO:0010506,GO:0015031,GO:0015075,GO:0015077,GO:0015078,GO:0015318,GO:0015399,GO:0015405,GO:0015672,GO:0015682,GO:0015833,GO:0015931,GO:0015988,GO:0015991,GO:0016020,GO:0016032,GO:0016192,GO:0016241,GO:0016462,GO:0016469,GO:0016471,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019222,GO:0019725,GO:0019829,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0023052,GO:0030001,GO:0030003,GO:0030004,GO:0030234,GO:0030641,GO:0031090,GO:0031323,GO:0031329,GO:0032501,GO:0032502,GO:0032868,GO:0032869,GO:0032870,GO:0032991,GO:0033036,GO:0033176,GO:0033178,GO:0033180,GO:0033181,GO:0033227,GO:0033572,GO:0034220,GO:0036442,GO:0042221,GO:0042592,GO:0042623,GO:0042625,GO:0042626,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043434,GO:0043492,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044425,GO:0044437,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0044769,GO:0045184,GO:0045851,GO:0046961,GO:0048856,GO:0048878,GO:0050657,GO:0050658,GO:0050690,GO:0050789,GO:0050790,GO:0050794,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0051236,GO:0051452,GO:0051453,GO:0051704,GO:0051716,GO:0055067,GO:0055080,GO:0055082,GO:0055085,GO:0065007,GO:0065008,GO:0065009,GO:0070887,GO:0071310,GO:0071375,GO:0071417,GO:0071495,GO:0071702,GO:0071705,GO:0071944,GO:0072512,GO:0090662,GO:0098588,GO:0098655,GO:0098657,GO:0098660,GO:0098662,GO:0098771,GO:0098772,GO:0098796,GO:0098797,GO:0098805,GO:0098852,GO:0099131,GO:0099132,GO:1901652,GO:1901653,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902600	ko:K02144	ko00190,ko01100,ko04142,ko04145,ko04150,ko04721,ko05110,ko05120,ko05152,ko05323,map00190,map01100,map04142,map04145,map04150,map04721,map05110,map05120,map05152,map05323	C	V-ATPase_H_N(PF03224.21);V-ATPase_H_C(PF11698.15);Arm(PF00514.30);Arm_2(PF04826.20)
TRINITY_DN4672_c0_g1_i28.p1	False	False	0.0		OTHER	0		XP_046670534.1	XP_046670534.1 nucleolar and coiled-body phosphopr	51.9	9.60e-105	Homalodisca vitripennis						
TRINITY_DN107_c0_g1_i10.p1	False	False	0.0		OTHER	0												
